MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
8.9,17.1,3.6,30,6,17,65,54,1021.1,1018.3,12.9,16.5,1,0
9.7,22.4,0,30,15,15,84,48,1029.4,1024.8,11.3,20.5,0,0
10.3,17.6,0.2,41,9,15,80,48,1009.3,1009.1,13.3,17.5,0,0
14.9,20.9,0.8,37,7,26,88,71,1014.2,1011.7,15.4,18.3,0,1
6.2,18.5,1.2,35,9,17,57,40,1022.2,1019.4,13.1,17.9,1,0
12.1,25.2,0,57,24,30,26,13,1018.8,1015.3,18.9,23.8,0,0
11.7,19.4,0.6,67,37,17,54,43,1006.7,1004.9,13.6,18.2,0,0
13.1,22.7,0,48,19,20,68,33,1011.6,1012.1,15.9,20.1,0,0
14.7,29.5,0,41,17,22,64,43,1015.6,1010.8,19.5,26.4,0,0
11.8,18.1,0,48,2,6,81,77,1022.7,1020.1,13.9,15.7,0,0
7.2,10,0.6,39,15,22,84,84,1022.3,1020.6,9,9.5,0,1
5.8,14,0,39,11,13,57,48,1010.9,1011.7,8.1,11.2,0,0
8.8,18.2,0,33,7,20,62,63,1020.2,1016.2,14.7,16.7,0,1
11,21.2,0.4,81,35,13,54,45,1006.9,1002.4,18.8,20,0,1
6.2,13.6,0.2,48,22,24,66,51,1025.8,1022.6,7.8,13.4,0,0
2.9,12,0.2,39,4,13,76,50,1021.6,1021.5,6.1,11.1,0,0
10.6,25.6,0,39,15,17,58,23,1019.9,1017.8,13.3,25.3,0,0
8.4,15.4,0.6,67,17,30,54,38,1015.6,1015,13.6,14.9,0,0
14.4,27.6,0,31,13,19,67,44,1017.9,1012.8,19.7,26.9,0,0
3.4,13.3,0.2,30,20,15,75,46,1030.3,1027.9,5.1,11.9,0,0
8.1,12.5,10.8,26,17,19,82,74,1018.3,1014.7,9.8,12,1,0
12.2,16.3,1.4,52,20,26,43,40,1010.2,1011.3,14.5,14.7,1,0
4.6,14.8,0,63,15,26,68,55,1007.1,1000.2,6.9,12,0,0
10.4,14,0,46,17,15,62,45,1023.3,1024.5,11.2,13.7,0,0
13.3,18.3,0.8,33,9,24,87,62,1011.3,1010.7,13.8,17.3,0,0
9,11.7,0.6,46,15,22,67,57,1024.3,1025.7,10.3,11.2,0,0
4,13.9,0,31,19,13,76,45,1025.8,1021.8,6.7,13.4,0,0
2.8,14.5,0,26,11,7,81,57,1031.3,1028.9,5.6,13,0,0
5.5,14.3,0,35,9,20,73,53,1025,1022.7,7.5,13.3,0,0
5.4,11.4,0.4,35,11,13,88,74,1017.8,1012.4,7.5,10.7,0,0
10.4,22,0,37,11,15,53,41,1014.9,1014.6,16,20.9,0,0
13.9,20.1,0,35,6,26,85,68,1010.7,1010.4,16.7,18.4,0,0
4.3,13.6,0,31,9,9,77,55,1002.9,1001.2,9.3,12.1,0,0
10.2,24.5,0,35,15,22,50,44,1021,1019.4,16.9,21.7,0,0
9,18.1,0,28,13,19,63,46,1027.7,1025.9,12,17.7,0,0
6.2,12.4,1.2,81,37,24,54,63,1005.2,1007.2,7.6,8.6,1,0
7.5,19.1,0,63,17,33,56,32,1024.8,1020.4,13.8,18.3,0,0
4.4,13.1,1.2,41,15,24,69,65,1029.4,1029.7,7.4,11.5,1,1
13,21.7,0,41,26,19,63,57,1007.3,1007.6,15.6,18.6,0,0
13.5,21.9,1.2,20,11,11,90,74,1000.1,993,15.5,21.1,1,0
13.6,19.9,0.2,22,11,9,80,67,1016.6,1016.7,16.2,18.3,0,0
8.3,12.9,4.2,74,19,41,90,93,1011.2,1003.5,10.9,12.4,1,1
13.1,20,0,80,33,22,38,76,994.9,993.8,17.5,11.5,0,1
5.1,12,0,31,13,13,77,61,1021.8,1020.9,7.1,12,0,0
7.5,16.7,0,33,4,17,91,49,1020.6,1015,9.3,16,0,0
15.2,25.3,0,41,20,20,59,48,1025.4,1021.2,18.2,23.9,0,0
10.1,18.8,0,57,17,30,54,50,1008.8,1005.3,15.7,17.5,0,1
10.4,13.1,0,80,9,28,50,54,1004.7,1009.7,11.3,11.9,0,1
2.5,12.7,0,44,24,9,77,61,1022.7,1018.7,5.7,12,0,0
4.9,12.6,0.2,20,0,7,91,66,1015.9,1010,6.2,11.4,0,0
3.6,14.2,0,46,30,22,75,49,1020.2,1016.4,5.8,13.2,0,0
14.7,18.3,0,56,15,15,53,49,1008.5,1007.1,14.9,16.6,0,0
8.5,14.2,9.2,78,24,39,55,80,994.9,996.2,11.4,5.8,1,1
9.8,17.2,3,80,28,20,52,46,999.3,1004.7,12.9,15,1,1
4.5,11.2,2.8,17,4,6,91,62,1033.7,1032.7,6.4,10.1,1,0
10.3,20.6,2.6,54,24,31,58,40,1004.4,1000,12.4,18.5,1,1
14.6,26.9,0,35,20,11,66,64,1012.3,1010.3,18.3,22.3,0,1
4.1,16.1,0,30,17,6,79,48,1033.4,1031,6.3,14.7,0,0
16.1,23.7,0,35,11,22,75,61,1018.6,1016.7,19,22.2,0,0
13.9,15.7,2.2,52,24,20,91,85,1002.7,1000.9,14.1,14.8,1,1
12.4,19.7,0.2,50,17,26,51,52,1013.8,1015,14,18.2,0,0
16.4,23.7,0.8,33,6,19,95,64,1021.6,1018.3,16.9,23.2,0,1
3.7,10,2.6,52,20,28,66,52,1002.3,1007.4,7.1,9.5,1,0
12.8,18.8,0.2,41,11,28,68,58,1008.2,1003.7,16.1,18.1,0,1
9.5,17.3,0,41,15,22,56,56,1019.8,1020.5,11.9,16.1,0,0
3.9,11.8,0,39,11,19,73,58,1030.9,1030.2,6,11.4,0,0
7.1,17.6,8.2,44,24,7,45,42,1023,1022.2,12.9,16.3,1,0
13.9,24.2,0,46,6,26,47,30,1015.5,1009.5,18.1,24.1,0,0
7,10.4,6.8,52,20,17,78,73,1011.8,1014.5,7.5,8.6,1,1
11.4,17.4,0,59,15,24,49,46,1016.7,1017.4,15.8,17,0,0
3.7,15.9,0,33,20,9,71,59,1023.2,1018.6,7.9,13.8,0,1
14.4,22.6,0,31,11,19,79,64,1020.9,1019.2,15.9,20.8,0,0
10.9,21,2.2,93,33,54,50,38,997.8,995.4,15.4,20,1,0
3.9,13.5,0,22,9,7,76,60,1007.7,1007,7.2,11.9,0,1
7,21.6,0,43,15,19,59,39,1018.9,1017.8,13,21.1,0,0
6.2,20.4,0,39,19,17,71,40,1017.3,1014.4,10.6,19.3,0,1
10.8,23.4,1.6,56,11,15,89,49,1005.8,1001.9,14.5,21.9,1,1
8.6,14.1,2.8,46,7,9,61,57,1014.1,1013.6,10.6,13.1,1,0
6.8,14.6,5.8,74,30,22,53,41,1014.6,1012.4,9.1,14.1,1,0
12.2,22.6,0,33,19,13,63,43,1025.8,1024.7,16.2,21.7,0,0
13.5,29.9,0,104,19,50,46,27,1006.6,996.6,19.3,28.4,0,0
3.6,14.7,0,31,6,13,86,53,1024.5,1024.4,6.2,12.8,0,0
10,25,0,57,28,24,66,30,1013.9,1005.6,12.7,23.2,0,0
5.8,10,2.2,24,0,13,89,79,1018.9,1017.9,6.5,8.2,1,0
13.6,25,0,80,19,30,68,49,1007.5,999.1,18.9,24.2,0,1
15,28.9,0,39,13,15,55,46,1018.4,1017.1,20.4,24.4,0,0
8.3,18.9,0,41,22,15,49,30,1033.5,1032.8,12.8,17.3,0,0
14.9,18.4,2.8,57,9,15,86,98,1000.6,1002.5,17.1,15,1,1
11.3,19.8,0,61,39,24,36,42,1007.2,1003,15.4,19.6,0,1
12.4,22.7,0.4,28,9,13,84,67,1020.8,1017.2,17.4,22.2,0,0
8.2,13.9,0,44,22,4,62,63,1022.1,1021.2,10.3,13.4,0,0
11.1,20.6,0.2,65,9,31,58,41,1018.9,1018.7,14.9,20.1,0,0
10.9,14.6,9.8,54,7,20,95,92,1009,1008.5,12.3,13.2,1,1
6.6,15.7,9.8,48,22,20,63,48,1009.9,1009.2,7.9,12.6,1,0
4.8,17.5,1.8,54,15,22,48,37,1006.3,1005.5,11.8,15.5,1,0
7.3,10.8,0,46,13,11,64,52,1025.2,1027.2,7.9,9.9,0,0
7.2,17.3,0,54,13,31,66,54,1022.3,1018.1,12.3,15.8,0,0
7.2,14.7,7.8,76,9,26,50,52,994,996.1,11.6,12,1,0
14.8,25.6,0,52,9,33,65,67,1016.9,1017.2,19.2,19.1,0,0
11.9,17.8,0,46,9,17,69,48,1013.6,1009.8,13.7,17,0,0
13.5,19.2,18.8,50,11,31,68,63,1005,1007.5,15.9,16.7,1,0
9.1,20.9,0,35,19,22,58,47,1016.6,1011.6,14.2,20.3,0,0
7.6,16.8,0,39,9,26,45,60,1017.3,1016.9,15,13.8,0,0
10.6,19.2,0,70,11,19,68,31,1006.3,1010.5,16.2,15.6,0,0
7.7,16.7,0.6,61,19,15,53,44,1011.4,1012.6,10.8,14.3,0,0
12.1,16.9,0,94,31,48,38,28,999.5,1003.2,13.6,15.3,0,0
10.8,19.2,0,48,17,19,55,36,1009.9,1007.1,13.6,17.9,0,0
8.7,16.1,0,24,0,15,83,57,1030.5,1027.5,10.7,14.7,0,0
11.6,15,11.4,57,37,33,78,63,1006.5,1007.6,12.5,14.4,1,0
9.2,20.7,0.4,44,24,31,49,38,1008.8,1006.8,15.2,20.1,0,0
11.3,16.9,0.2,56,13,28,68,54,1008.6,1011.2,12.7,13.1,0,1
7.3,16.4,0.2,31,17,11,80,55,1012.3,1012.3,9.2,15,0,0
10.4,22.5,9.8,46,26,6,100,97,1009,1010.5,15,21.1,1,0
16.7,21.6,0,33,6,19,81,74,1016.2,1012.9,18.8,20.3,0,0
3.2,10.9,2.2,46,19,20,63,52,1010.2,1009.5,6.2,9.5,1,0
9.4,11.7,34.6,43,22,20,93,92,1008.6,1008.6,11.3,11,1,1
2.4,13,1.8,69,24,22,61,45,993,995.2,10,10.8,1,0
13.6,25.2,0,69,7,30,54,48,997.2,996.8,23.8,24.1,0,1
14.5,17.5,0,28,7,19,91,81,1026.8,1025.8,14.8,16.6,0,0
13,25,0,33,19,17,80,37,1029.5,1025.5,15.4,23.5,0,0
17.1,22.1,0,63,2,28,57,28,1010.2,1014.7,22,19.7,0,0
11.9,17.4,0.6,31,9,22,81,63,1019.3,1019.6,13.2,15.7,0,0
13.4,19.7,0.2,30,11,13,68,66,1015.3,1012.1,15.7,19.1,0,1
16.1,28.7,0,50,15,28,59,46,1022.6,1019.8,21.1,27.5,0,0
9.1,16.7,0,46,13,17,71,56,1018,1018.7,10.6,15.4,0,0
12.6,24.2,0.2,39,15,20,71,48,1028.3,1025.1,16.9,22.8,0,0
7,13.2,10.8,26,15,11,98,99,1020.6,1016.8,12.3,12.7,1,1
17.5,19.5,0,63,9,11,51,82,1015.8,1020.2,18.1,13.5,0,0
17,24,5,85,20,37,44,29,1000.4,1002.8,21.2,22.2,1,0
19.2,33,0,61,22,26,64,54,1010,1006.9,20.5,24,0,0
8.5,14.8,0,20,9,13,74,61,1028.5,1027.3,11.5,14,0,0
5.6,14.8,2.8,87,24,28,51,34,1002.2,1003.8,11.8,14,1,0
7.4,13,3.2,81,4,7,97,72,998.3,995,8,10.6,1,1
13,18.7,0,50,19,17,48,60,1005,1005.2,18.1,16.8,0,0
7.3,12.3,0.8,59,13,22,70,81,995.2,993.7,10.3,8.6,0,1
8.4,17,0.6,67,20,22,68,40,1001.3,1003.9,10.4,14.3,0,1
2.3,13.7,0,24,6,17,82,55,1027.2,1025.1,4.4,13,0,0
13.5,22.3,0,31,11,11,63,72,1013.8,1008.1,17.2,20.2,0,1
12,16.6,0.2,54,24,20,62,92,1007.1,1008.5,14.5,11.1,0,1
18.2,21,0,41,15,26,83,71,1016,1017.2,19.5,19.8,0,1
13.3,24.6,0,74,4,15,45,57,1009.8,1009.7,17.3,16.3,0,0
10.6,22.5,2.2,50,19,28,55,42,1013.2,1012.7,14.9,21.3,1,0
8.5,18,0,37,17,20,54,44,1027.5,1026.1,13,17.2,0,0
4.2,15.9,0.2,39,11,19,65,51,1014.8,1009.7,9.2,14.3,0,0
7.4,11.1,1.4,59,15,13,60,60,1004.5,1012.6,8,8.4,1,0
10.6,16.3,10.4,43,9,17,68,83,1011.3,1013.3,15,10.5,1,1
14.5,22.3,0,48,11,30,47,57,1019.4,1022.4,19.5,18.3,0,0
9.1,13.3,0,31,15,6,73,65,1025.1,1021.4,10.8,13,0,0
8.2,16.2,0,35,0,17,78,48,1022.3,1020.9,9.6,15.9,0,0
10,25.6,0,48,19,17,51,42,1018.9,1013.6,14.1,21.1,0,0
13.3,22,0,57,26,28,39,30,1000.3,999.2,16.9,20.1,0,0
11,25.5,0,56,7,7,81,66,1005.8,1001,14.6,19.8,0,0
12.7,18.3,0,70,28,26,48,35,1015.6,1014,15.1,17.6,0,1
14.6,18.7,0,30,15,15,68,90,1021.6,1021.8,17,16.3,0,1
11.7,14,6,80,11,20,75,63,988.5,988,13.2,12.6,1,1
13.7,21.5,0,26,7,13,89,59,1017.1,1011.8,15.4,20.7,0,0
8.5,24.5,0.2,57,13,17,64,62,1013.8,1008.4,14.5,17.6,0,0
12.6,17.5,0,33,19,20,62,52,1024.1,1023.8,13.5,16.5,0,0
7.7,15,0,26,0,9,87,73,1026.9,1024.7,9.8,12.9,0,0
14.5,20.9,0,26,11,13,72,81,1022.7,1020,18.2,19.4,0,0
8.2,17.8,2.8,74,9,15,58,39,999.9,1001.8,12.1,15.9,1,0
8.2,10.1,20.2,56,30,26,88,84,1023.3,1024.4,8.9,9.1,1,1
8.1,19.1,0,28,15,7,62,58,1014.5,1010.8,14.8,17.1,0,1
7.4,15,0.2,41,19,15,65,39,1009.8,1009.4,9.8,13.2,0,0
5.4,14.5,0.6,44,0,22,93,59,1004.6,1003,7.1,14.5,0,0
11.9,18.1,0,63,20,19,71,53,1009.7,1009.3,13.2,15.6,0,1
7.3,15.9,0,59,39,28,58,47,1021.8,1019.9,10.2,14.8,0,0
12.7,20.6,0,35,19,20,53,38,1026.4,1024.9,16.2,18.9,0,0
3.1,13.6,0,46,17,17,71,51,1011.1,1005.7,7.9,12.3,0,0
3.3,12.2,0,31,20,11,92,66,1026,1022.8,4.4,11.2,0,0
3.4,12.1,0.8,31,7,9,46,52,1025.7,1023,10.3,10.5,0,0
13.3,16.7,0.8,46,11,15,84,79,1015.3,1014.4,14.8,15.2,0,1
8.8,21.1,0,31,9,17,59,43,1023.2,1021.2,12.4,17.9,0,0
7.4,13.9,0,43,19,13,51,43,1014.8,1015.7,11.1,12,0,0
7.8,15.6,0,28,7,15,70,70,1015.5,1015,13.9,14.1,0,0
15.5,23.1,3.4,30,7,19,96,75,1023,1020.9,16.7,21.6,1,0
8.4,20.3,0.4,28,11,22,74,49,1024.6,1023.1,12.5,18.7,0,0
7,13.7,18.2,48,13,24,74,54,1011.6,1014.2,10,12.4,1,0
4.6,12.7,0,28,15,4,79,73,1018.8,1018.1,7,10.9,0,0
4.9,13.2,10.6,67,35,30,71,76,995.1,993.1,10,10.3,1,1
8.6,20.3,0,43,13,19,49,46,1024.3,1020,15.5,19,0,0
17.1,27.6,0,48,19,17,62,35,1015.9,1015.6,20.2,26.9,0,0
9.8,21.1,0,31,11,19,61,49,1018.8,1017.1,15.5,19.5,0,0
9.8,18.6,0.6,31,7,19,72,58,1018.6,1014.7,12.7,18.3,0,0
4.4,14.6,1.2,31,20,19,85,44,1023.7,1021.9,7.1,14.3,1,0
5.8,17.7,0,24,11,15,65,41,1036.1,1033.7,10.8,16.5,0,0
5.1,13.5,0,57,2,13,78,84,1005.4,997.8,6,10.7,0,1
12.5,17.3,0,37,9,22,72,61,1020.7,1020.2,13.7,15.3,0,0
2.3,8.1,1.4,57,19,24,82,51,1019,1021.8,6.4,7.2,1,1
9.7,24.1,0,33,17,20,62,45,1026.1,1024.1,13.7,21.3,0,0
13.9,25.6,0,43,7,13,65,36,1017.8,1017.4,18.3,24.4,0,0
16,26.1,0,33,13,26,72,48,1008.3,1001.6,18.8,24.9,0,0
11.6,17.2,0,39,13,17,55,65,1017.7,1017.9,15.3,15.3,0,1
8.9,18.4,1,48,19,11,55,47,1002.9,999,14.1,17,0,1
2.4,16.1,0,41,28,13,93,49,1022.5,1017.9,4.1,15.6,0,1
3.3,9.2,1.8,54,20,26,68,57,1019.8,1020.6,6.1,9.1,1,1
5.8,16.6,0.8,93,26,39,44,40,1006.7,1005,12.9,15.8,0,0
9.1,21.4,0,35,7,26,61,50,1013.2,1007.5,14.8,19.4,0,0
3.7,11,0.4,74,28,17,76,63,998.5,994,7,8.6,0,1
11.3,19,0,46,30,24,66,53,1016.3,1014.2,14.1,17.7,0,0
1.7,9.6,6,43,9,17,73,57,1005.1,1002.7,4.7,8.8,1,0
4.4,7.9,25,72,26,24,49,66,999.9,1006,7.8,6.2,1,1
14.9,17.4,5,74,9,39,93,71,989.9,992.5,17.1,13.6,1,1
10,14.5,0.4,43,20,28,64,60,1016.3,1017.1,13,13.2,0,0
6.6,17.8,0,43,15,13,63,51,1008.7,1003.9,12,15.7,0,1
14.6,31.6,0,39,22,19,39,32,1021.9,1019.1,24.5,29.5,0,0
15.5,22.1,2.4,48,9,15,87,89,1008.1,1005.9,17.9,17.5,1,1
5.3,17,5.6,39,11,24,77,56,1015,1012.7,10.2,16.1,1,0
8.1,17.6,0,31,11,19,48,37,1012.9,1014.9,13.6,17.1,0,0
10.4,20.2,0,57,24,28,52,40,1010.4,1006.5,13.1,18.9,0,0
2.6,12.4,0,39,11,9,77,57,1012.7,1008.9,5.6,11.9,0,0
13.3,20.7,0,43,20,7,59,65,1020.6,1018.3,16.6,18,0,1
9.6,15.7,16.4,43,19,20,70,55,1020,1018.9,11.8,14.3,1,0
1.9,14.7,2.8,30,17,15,70,32,1026.5,1021.6,5.9,14.3,1,1
9.9,19.7,7,48,15,22,52,45,1006.2,1006.3,14.6,18.5,1,0
11.1,18.7,2.2,24,6,15,89,74,1016.9,1014.3,12.6,17.1,1,1
11.4,19.3,2.8,69,13,26,43,45,1004.9,1007.5,13.8,17.6,1,0
7.7,16.3,7.2,67,20,31,60,35,997.6,997.4,12.4,15.3,1,0
4.4,12.5,0,35,9,15,86,64,1014.5,1009.2,7.5,12.3,0,1
9.5,15.5,0,80,13,22,39,47,1008.2,1011.1,12.1,13.1,0,0
10.3,28.1,0,46,24,22,77,29,1016.3,1011.5,12.5,25.9,0,0
14.2,23.9,0,33,7,20,72,69,1015.1,1013.8,18,19.9,0,0
7.1,19,0.4,48,22,19,62,45,1015.1,1014.2,14.1,16.9,0,0
4.6,16,1.8,70,24,28,81,53,992.1,987.8,8.4,13.1,1,1
13,25.9,0.2,41,22,13,83,55,1008,1003,15.3,23.6,0,0
14.2,24.7,0,63,28,31,72,60,1006.2,1008.8,16.6,17.2,0,0
7.9,17.4,0,76,22,19,53,63,1013.6,1015.5,14.9,15,0,0
11.1,22.6,0,81,35,24,40,27,995,994.1,20.4,19.5,0,1
8.1,20.1,0,41,19,19,62,32,1021.7,1019.8,13.1,19.7,0,0
13.5,21,0,61,13,22,56,52,997.2,997.1,15,20.3,0,0
5.8,12.6,0,31,15,19,65,46,1019,1016.6,8.1,11.6,0,0
8.2,20.6,0,30,13,6,64,50,1016.9,1008.7,12.8,18.8,0,0
13.1,18,14.2,52,20,20,82,79,1017.2,1019.8,16.3,16.7,1,0
11.9,22.2,0,41,26,22,54,35,1020,1015.5,15.6,21.5,0,0
6.4,20.1,0,35,11,15,74,43,1018.8,1013.7,11.3,18.9,0,0
8.5,21.8,0,39,17,13,61,33,1029.9,1027.6,11.8,20.9,0,0
6.9,17.2,0,47,9,7,85,44,1019.7,1016.8,9.2,16.7,0,0
9.7,16.9,1.6,56,24,11,66,44,1001.4,1005.4,10.9,15.7,1,0
9.8,22.6,1.2,37,11,13,52,39,1016.5,1015.8,13.6,20.5,1,0
5.1,14.4,0,28,9,13,83,66,1011.4,1010.3,7.6,12.3,0,0
10.2,15.8,0,22,11,15,69,61,1017.7,1014.2,13.9,15,0,0
6.7,15.1,0,65,28,31,53,97,1000.9,1003.1,9.6,13,0,0
13.7,25.9,12.2,59,9,30,96,55,1002.8,997.7,15.9,24.2,1,1
8.9,21.5,0,61,31,20,50,65,1014.1,1009.1,14.1,17.1,0,0
1.2,11.7,0,35,24,13,98,52,1031.8,1029.4,1.4,11.2,0,0
12.1,21.8,0,28,13,17,72,62,1015.9,1013.7,16.1,20.3,0,1
5.8,15.7,2.2,57,11,17,53,35,992.1,989.6,10.6,13.9,1,1
10.6,17.5,0,30,9,13,62,81,1020.7,1020.1,15.3,15.4,0,1
15,29,1,63,15,39,72,41,1008.7,1011.1,21.1,24.9,0,0
13.2,27.9,0,100,17,17,56,37,1011.8,1006.5,18.4,25.6,0,1
14.1,20.2,0,28,9,17,82,62,1017.2,1015.5,15.4,19.9,0,0
7.3,15.6,0,41,11,28,81,48,1016.2,1011,9.3,14,0,1
8.7,18.1,0.4,28,11,9,83,59,1011.9,1009.8,10.8,17.3,0,0
7.7,10.6,0,24,11,7,66,59,1027.6,1026.4,8.5,9.8,0,0
14.7,35.5,0,59,37,20,47,14,1012,1007.6,21.1,33.7,0,0
5.9,19.7,0,41,17,19,63,42,1019.1,1016,9.8,16.8,0,0
5.2,12.9,0.6,44,19,20,68,49,998.7,996.5,9,10.3,0,1
12.6,27.5,0,67,20,13,21,34,1008.3,1009.6,22.9,23,0,0
8.5,11.3,9.4,54,24,17,92,74,1016.3,1017.9,9.5,10.7,1,1
2.3,11.4,0,28,13,2,78,60,1030.4,1028.3,5.2,10.2,0,0
10.6,22.9,0,37,20,19,68,50,1018.2,1015.7,12.6,20,0,0
9.1,25.2,0,69,20,22,55,24,1007.1,998.8,13.9,24,0,0
2.2,9,0.2,28,6,9,91,65,1030,1027.3,3.4,8.6,0,0
12.3,21,0.2,28,11,17,75,61,1027.2,1024.3,16.1,19.8,0,0
12.2,17.8,0.6,37,17,24,56,43,1018.8,1019.2,14.3,16.9,0,0
1.3,11.2,0.4,22,15,7,80,52,1026.1,1022,3.8,11,0,1
13.5,25.6,3.6,44,19,28,76,62,998.8,997.6,18,21.7,1,0
9.8,15.2,0,41,0,9,79,76,1027.2,1028,12.9,14.9,0,0
8.4,15.1,1.2,37,15,20,54,48,1018.7,1018.9,10.2,13.8,1,0
11.2,17.2,0.2,54,6,15,72,90,1004.1,1002.2,13.9,14.3,0,1
7.5,14.8,0,24,13,9,75,42,1022.3,1019.2,8.2,14.1,0,0
6.3,12.5,14.6,94,28,63,74,33,993.6,994.8,7.5,11.2,1,1
10.4,18.2,0,111,13,41,48,58,995.4,992.1,12.6,17.4,0,1
7.6,19.3,0.2,44,19,20,52,38,1008.4,1002.5,11.2,17.5,0,0
