MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
3.3,12.5,0,52,22,30,76,66,1017.5,1014.9,8.6,10.4,0,0
3.4,10.5,3,61,24,26,73,39,1011.2,1015.9,6.9,9.7,1,0
0.3,12.9,0,41,0,24,87,50,1023.9,1019.2,6.1,11.4,0,0
2.7,16.1,0,31,19,13,56,39,1031,1027.9,9.1,15.1,0,0
15.6,22.9,1.2,46,26,28,44,33,1007,1006.7,18.4,22.6,1,0
-3.1,13.1,0,30,9,4,82,41,1032,1028.7,1.8,12.7,0,0
13.7,21.2,0,69,33,31,22,45,1004.4,1009.9,19.1,14.7,0,0
15,30.6,0,33,9,13,74,39,1015.6,1010.8,18,27.8,0,0
6.9,24.6,0,93,2,46,47,25,1019.7,1015.8,16.2,23.8,0,0
4.3,18.5,0,31,13,11,66,50,1022.5,1019.4,12.1,17.8,0,0
5.6,25.9,0,46,6,33,67,23,1011.2,1010,15.7,25.3,0,0
6.5,13.7,0,54,13,35,56,36,1015.2,1013.2,10.1,12.1,0,0
2.2,20.2,0,40,9,20,78,42,1023.2,1019.1,11.3,19.2,0,0
13.1,19.4,9.8,67,39,30,71,43,1007.3,1006,16.7,18.2,1,1
3.6,17.9,0,48,20,33,71,44,1020.6,1017.2,11.9,16.2,0,0
-0.2,14.2,0,28,9,20,83,45,1024.3,1019.6,6.8,14,0,1
8.5,19.9,0.6,28,15,17,55,48,1024.3,1020.5,14.4,18.2,0,0
17.2,28.4,0.2,31,7,11,60,40,1007.4,1003.9,21.8,27.7,0,1
11.7,29,1.2,28,9,17,89,34,1010.3,1007.5,17.2,27.8,1,0
0.4,11.6,0,20,2,7,99,69,1026.7,1024,4.3,10.9,0,0
4.1,25.2,0,43,0,24,80,26,1012.4,1010.6,11.8,23.7,0,0
16.7,25.3,0,46,24,26,56,45,1016.2,1013,20.3,23.9,0,0
10.2,28.5,0,52,7,7,72,33,1006.9,1002.7,15.9,27.8,0,1
18.9,31.5,3,41,19,26,54,30,1004.4,1003.3,25.3,30.7,1,0
3.5,20,0,31,4,17,97,58,1027.2,1024.1,9.9,17.6,0,0
-2.7,13.1,0,30,11,9,78,41,1037.3,1033.8,4.1,11.9,0,0
7.2,21.2,0,35,11,9,53,34,1018.5,1017,13.3,19.3,0,0
13.2,29.7,33,48,20,26,79,34,1007,1002.8,20.1,28.9,1,0
-6.1,11.5,0,44,6,19,73,37,1028,1027.3,1.6,11.1,0,0
0.6,15.5,0.4,46,28,20,72,35,1020,1019.2,10.3,15.1,0,0
7.9,23.5,0,30,6,11,75,38,1024.4,1021.3,13.9,22.3,0,0
-4.6,16.6,0,41,0,26,73,42,1018.2,1015.1,3,13.8,0,0
1,13.7,0,31,6,15,74,45,1029.8,1026.7,7.6,13.1,0,0
1.5,13.4,2.2,39,20,20,97,92,1017.2,1015.1,10.8,12.6,1,1
3,11.8,1,39,15,24,89,50,1019.5,1016.9,8.1,11.6,0,1
0.7,14.1,0,20,6,7,69,43,1026.7,1022.1,7.4,13.7,0,0
3.6,21,0,33,7,22,73,35,1027.8,1022.7,12,20.6,0,0
-1.3,8.8,0,39,9,15,95,68,1020,1016.8,1.8,8,0,0
11.4,34,0,37,7,13,45,13,1018.1,1013.8,21,31.6,0,0
-0.1,11.5,0,20,9,11,94,96,1015.1,1010.9,5.7,10.6,0,1
-0.8,18.2,0,33,0,20,93,47,1020.7,1017.8,5.3,17.2,0,0
6.4,16.9,0,26,17,9,78,51,1027.8,1024.8,9.5,16,0,0
15.1,29,2.8,59,2,33,87,81,998,991.9,17.4,24,1,1
5.3,21,0,26,7,7,77,44,1027.2,1023.3,12,20.4,0,0
8.3,21.7,0,43,0,6,88,51,1021.7,1021.7,13,19.8,0,0
1.5,11.6,0,20,7,4,83,62,1028,1025.8,6.2,11.4,0,0
-0.9,16.2,0,28,7,9,91,67,1033.3,1029.6,6.4,14.3,0,0
-1,13,0,22,6,9,84,57,1032.4,1029.7,4.2,12.3,0,0
3.9,12.8,0,22,6,6,90,65,1023.2,1018.4,7.6,11.7,0,0
8.3,17.6,0,43,17,30,73,43,1015.8,1013.5,12.4,16.5,0,0
-5.2,14,0.4,63,22,41,60,36,1011.9,1010.6,7.1,12.3,0,0
1.2,18.6,0,37,0,26,99,55,1031.1,1027.6,7,18,0,0
16,26.4,0,43,15,20,67,37,1016.4,1013.5,19.1,25.4,0,0
11.9,27.4,0,40,10,19,80,38,1018,1016,16.1,25.7,0,0
8,29.2,0,50,7,30,68,24,1011.5,1009.8,20.2,27.8,0,0
2,10,3,52,28,26,87,64,1006.5,1008.1,5.5,7.9,1,0
13.4,18.2,28,40,10,19,94,80,1018,1016,13.7,18,1,1
3.4,14.8,16.6,69,33,30,84,58,1008.7,1007,10.6,12.6,1,0
-0.3,16.5,0,28,2,6,82,35,1031.8,1028.1,6.1,16.1,0,0
6.6,17,0,65,26,24,81,42,1015,1015.7,14.1,14.8,0,0
6.8,23.3,0,52,7,20,51,29,1005.8,1003,16.7,20.6,0,0
16.9,25.9,0,37,11,17,78,52,1011.8,1010.6,18.4,23.9,0,0
8.8,22.2,3,44,20,7,45,30,1004.3,1003.8,14.7,21.1,1,0
11.9,27.2,0,31,7,15,81,39,1020.2,1016.4,17.2,26.3,0,0
18.7,27.7,26.2,28,4,9,84,88,1010.1,1007.9,22.4,21.5,1,1
9.6,20.3,0,39,22,20,70,49,1021.9,1019.3,15.8,19.2,0,0
11.6,22.2,1.4,52,24,26,64,51,1018.1,1017.5,15.6,20.1,1,0
4.5,10.2,0,39,24,24,81,74,1006.8,1005.7,6.5,8.5,0,0
8.9,21.7,5,48,15,20,72,37,1017,1017.2,14.3,20.2,1,0
18.3,26.2,32,52,17,6,87,78,1009.6,1007.7,21.1,23.2,1,1
-0.1,14.7,0,30,6,15,60,43,1029.9,1025.9,7.2,12.3,0,0
15.9,27.4,0,74,24,22,39,28,1003.9,1003.7,25.2,25.9,0,0
-2.9,10.8,0.2,43,17,17,70,38,1027,1025.4,4.4,10.4,0,0
9.5,20,0.2,31,11,17,83,55,1022.8,1021.8,13.3,19.6,0,0
12.1,26.4,0,39,2,20,79,59,1016.4,1015,16.6,21.3,0,1
0.8,13.7,0,19,9,7,75,42,1033.2,1029.4,7,13.1,0,0
13.3,22.2,0.2,39,20,17,70,55,1021,1018.6,16.5,21.2,0,0
9.3,26.9,4,26,6,6,79,39,1021.2,1017.2,15.9,25.3,1,0
4.7,15.6,0,31,19,20,71,59,1024.7,1023,10,15,0,0
10.1,17.6,0.4,43,9,24,71,52,1026.9,1024.3,13.9,16.7,0,0
-1.2,15.8,0,30,4,15,75,41,1029.3,1028,6.4,15,0,0
-2.7,19.4,0,33,2,19,78,32,1016.1,1010.1,5.2,18.3,0,1
11,22.1,0,44,6,20,69,35,1020,1014.6,15,21.7,0,0
-5.5,16.5,0.2,41,0,24,95,49,1030.1,1025.8,0.6,15.4,0,0
2,11.9,0,39,24,4,81,60,1016.2,1017,8.3,9.3,0,0
11.4,20.1,0,56,24,20,70,45,1023.5,1022.1,14.9,18.8,0,0
1.1,13.1,0,30,7,6,87,92,1018.2,1013.2,7.1,10.2,0,1
7.7,14,10.4,57,26,28,93,92,1004.9,1001.6,11.4,11.4,1,0
0,13.3,0,33,17,20,80,46,1027.7,1027.1,7.5,12.5,0,0
11.1,24.1,0,39,9,17,67,53,1024,1021.8,17.3,23.3,0,0
15.8,33.8,0,39,6,13,68,29,1017.8,1013.1,20.1,30.8,0,0
-1.5,18.5,0,33,11,17,54,45,1022.8,1018,10.2,18,0,0
-2,12.3,0,31,4,19,81,60,1020.9,1018.3,2.6,9.1,0,0
9.6,30.5,0,40,10,19,43,4,1018,1016,19.9,28.5,0,0
14.8,23.2,0,33,11,20,73,56,1013.4,1010,17.1,21.8,0,1
15.2,25.1,4.8,46,20,28,62,42,1016.8,1015,17.1,23.9,1,0
12.4,32.3,0.6,39,4,17,60,25,1017.1,1013.3,20.2,31.2,0,0
6,16.4,0,52,26,33,44,46,1011.2,1011.1,11.7,12.7,0,0
6.7,9.8,16.2,59,20,35,83,69,1012.1,1009,7.2,7.2,1,1
10.9,29,0,41,2,26,62,30,1016.9,1011.7,16.6,27.6,0,1
3.9,13.2,3.4,65,26,31,53,33,1017,1017.6,7.1,12.2,1,0
-0.2,13.1,1,28,9,11,97,58,1017.1,1012.7,3.9,12.6,0,0
6.3,15.9,15.2,59,24,22,62,40,1015.9,1014.3,8,14.1,1,0
8.8,16.1,0,69,30,28,84,70,1016.2,1016.4,11.6,15,0,0
14.4,25.9,1.2,46,17,20,42,16,1004.4,1004.2,17.7,24.3,1,0
9.5,17.9,0,39,17,20,62,48,1025.3,1022.9,14.5,16.5,0,0
5.5,28.8,1.6,39,0,24,75,23,1018.1,1013.7,15.6,28.7,1,0
-4.9,12.2,0,44,4,24,73,36,1026.6,1024.7,3.7,11.4,0,0
-2.1,12.1,0,56,7,31,77,47,1025,1025,3,11.2,0,0
8.7,24.8,0,41,15,24,63,45,1022.5,1020.1,17.4,23.3,0,0
7.9,19.7,0,48,17,11,58,43,1027.3,1024.1,14,19.1,0,0
16.4,32.3,0,40,10,19,70,29,1018,1016,18.6,30.3,0,0
0.9,24.9,0,30,6,19,70,29,1034.4,1030.7,14.8,24.5,0,0
1.5,12.9,11,40,10,19,87,62,1018,1016,7.9,11.5,1,0
12.8,20.8,9.6,48,10,28,55,52,1018,1018.6,14,19.8,1,0
0.5,15.3,0,41,4,24,86,46,1028,1021.9,7.3,14.9,0,0
0.8,10.9,0,24,0,11,99,92,1019.5,1016.9,4.8,10.4,0,1
-1.2,13.6,0,43,7,20,89,51,1019,1019.4,4,12.9,0,0
7.7,20.8,0,40,9,11,68,39,1022.7,1019.2,11.8,19.5,0,0
15.1,35.8,0.8,39,9,20,67,28,1021.4,1015.6,20.8,32.7,0,0
11,22.8,0,40,10,19,27,14,1018,1016,15.2,22.7,0,0
10.1,29.9,0,41,2,13,63,36,1012.6,1010.2,17.4,29.1,0,1
-3.7,12.8,0,17,0,4,94,58,1028.8,1024.3,2.5,12.6,0,1
8.5,26.2,0,48,6,24,59,21,1019.6,1015.4,15,25.3,0,0
4.9,10.9,0.2,48,20,22,46,49,1013.3,1013,7.3,8.4,0,0
13.4,28.6,0,31,6,13,76,35,1017.3,1011,16.8,26.9,0,1
7.3,27.7,0,37,6,22,62,23,1017.4,1013.5,16,24.3,0,0
0.6,16.7,0,31,20,13,62,43,1029.3,1027.6,8,14.3,0,0
16.8,22.8,9,30,7,11,88,71,1010,1007.8,18.4,21.5,1,0
3.8,12,0.8,46,19,26,86,52,1013.3,1012.8,6.5,9.3,0,0
0.3,16,8.2,57,11,28,68,45,1016.8,1013.3,6.9,14.6,1,0
-1.6,10.5,0,43,6,19,96,55,1014.7,1013.7,0.5,9.8,0,0
0.2,9.6,0.2,22,11,15,99,96,1026.7,1024.8,4.3,8.9,0,1
9.4,19.4,0,39,11,13,62,50,1021.6,1019.2,13.7,18.4,0,0
8.3,17.4,0,20,6,11,80,52,1024.4,1021.5,13.5,17.2,0,0
11.6,26.3,4.2,41,6,9,66,46,1013.9,1009.5,16.7,25.2,1,0
3.7,15.6,0,28,6,7,84,61,1020.4,1016.1,7.7,14.7,0,0
7.3,18.8,0,31,13,20,65,51,1024.3,1021.1,12.1,17.5,0,0
8.6,17.9,0,46,15,22,73,59,1025,1023.8,13,15,0,0
10.5,28.6,0,39,2,15,83,40,1018.7,1015.7,16.9,26.1,0,0
-5,8.9,0,31,0,22,89,54,1021.8,1018.1,-0.3,8.6,0,0
6,38.6,0,40,10,19,73,10,1018,1016,12,38,0,0
12.3,33.8,0,22,9,13,57,15,1022.6,1019.1,17.9,32.7,0,0
8.9,14.2,65.2,44,24,30,75,57,1001.9,1002,9.9,12.2,1,0
4.6,12.9,0,44,15,31,58,48,1018.9,1018.8,9.1,12.1,0,0
2.2,15.2,1,40,10,19,89,78,1018,1016,7.8,14,0,1
13.6,23.6,0,50,13,20,69,85,1022.6,1020.5,19.6,16.9,0,1
8.4,24.8,0,31,0,11,94,40,1025.4,1021.4,13.5,23.5,0,0
2.1,12.2,12.4,52,20,31,80,50,1008,1009.3,5.1,11.2,1,0
3.4,21.3,0,31,4,9,83,33,1018,1013.7,11.4,20,0,0
8,22.5,0,28,11,11,61,31,1025.2,1020.3,12.7,21.4,0,0
-2.5,13.6,0,20,4,7,79,46,1026.8,1024.3,5.4,12.7,0,0
5,20.5,0,33,0,19,85,58,1020.5,1019.4,11,18.3,0,0
3.2,19.4,0,35,4,24,85,46,1026.9,1022.8,8.3,18.8,0,1
2.5,25.1,0,37,0,24,69,42,1027.4,1023.1,12.6,24.8,0,0
7.4,17.4,3.4,37,15,30,89,53,1010.2,1008.3,11.2,15.2,1,0
7.8,15.1,1,40,4,19,87,49,1006.4,1006.7,9.5,12.8,0,0
11.6,22.7,0.2,35,19,11,68,44,1019.9,1018,14.7,21.9,0,0
8.1,13.9,4,40,22,17,69,54,1023.2,1022.1,9.8,13.4,1,0
6,24.6,0,40,10,19,48,25,1018,1016,14.4,21.9,0,0
13.7,33.4,0,40,10,19,68,24,1018,1016,20.6,31.6,0,0
8.5,20.9,1.2,37,11,20,82,71,1012.2,1009.1,12.4,16.5,1,0
1.4,23.9,0,30,6,19,80,33,1022.9,1019.3,9.6,23,0,0
11.9,31.2,0,44,17,20,47,30,1015.9,1012.6,24.5,30.3,0,0
0.4,22.1,0.2,31,0,13,80,36,1019.3,1015.7,10.3,21.3,0,0
-1.7,16.1,0,35,4,22,99,36,1023.6,1016.3,2.8,15.6,0,1
8.3,13.6,0,33,17,9,75,96,1014.7,1009.2,12.8,11.4,0,1
7.8,18,1.4,56,13,35,65,69,1010.4,1007.9,15.2,13.4,1,0
15.6,32.6,0,59,24,30,41,26,1008.2,1006.7,25.6,32.1,0,0
1.5,19.4,0,39,6,13,77,45,1023.8,1019.3,9.5,19.2,0,0
4.7,11,1.2,65,22,31,52,36,1016.1,1017.4,7,9.6,1,0
-2.5,20.1,0,26,4,15,89,36,1031.6,1026.7,5.9,19.4,0,0
13.5,32.9,0,70,15,11,69,33,1016.7,1011.7,19.7,30.2,0,1
6.5,12.8,0,43,19,17,87,71,1013.3,1011.6,8.1,11.9,0,0
1.4,15.9,2.8,57,4,28,88,42,1010.5,1010.1,9.1,14.1,1,0
16.5,28.9,0,35,7,11,88,44,1013.8,1010.9,20.3,27.5,0,0
-2,15.7,0,17,0,4,84,45,1035,1032.1,5.2,15.5,0,0
-1.7,15.2,0,39,2,26,82,46,1022.4,1017.9,7.3,14.5,0,0
11.2,22.9,0,39,20,11,52,32,1011.7,1010.6,15.7,21.5,0,0
-2.9,13.4,0,44,0,31,99,54,1022,1019.7,3.5,11.8,0,0
10.8,20,0.2,24,7,13,97,64,1017.4,1015.4,13.2,19.5,0,0
1.5,13.9,0,41,13,24,59,54,1019.5,1017.8,8.3,11.5,0,0
-2.6,13.4,0.2,31,9,17,86,58,1026.1,1023.6,5.3,11.7,0,0
14.3,24.6,0,50,9,17,76,45,1016.1,1013.6,15.6,22.2,0,0
9.5,14.3,15.2,44,30,26,88,73,1011,1012.6,11.3,12.7,1,0
9.7,13.6,8.4,30,9,4,92,83,1008.9,1004.8,10.8,13.2,1,1
-3.5,11.2,0,26,6,11,76,48,1033.5,1031.1,3.6,10.1,0,0
6.1,22.1,0,46,6,30,53,27,1011.8,1008.3,12.8,21.3,0,0
0.8,15.5,0,15,0,6,98,58,1030.6,1027.9,6.8,14.9,0,0
-5,13.5,0,40,10,19,84,37,1018,1016,0.2,12.5,0,0
-1.1,11.5,0.2,48,22,26,84,68,1016,1014.6,7.5,9.1,0,0
8.4,31.8,0.4,35,2,20,78,26,1011.5,1009.4,14.9,30.6,0,0
-1.2,16,0,28,9,11,52,27,1026.5,1022.4,8.4,15.1,0,0
4.9,12.1,19,67,35,31,91,72,995.4,995.6,7.8,10.5,1,1
-0.1,16.9,0,24,0,7,82,36,1023.5,1020,8,16.5,0,0
4.2,11.6,0,44,20,28,46,43,1017.8,1016.1,7.2,10,0,0
0.6,16.2,0,41,7,31,86,58,1018.2,1015.3,9.8,15.4,0,0
3.6,13.1,0,50,6,22,69,56,1018.9,1020.1,7.6,11,0,0
14.7,23.7,14.2,39,19,22,80,63,1008.1,1006.7,19,21.3,1,0
12.7,25,0,52,26,30,33,19,1008.7,1008.1,17,23.5,0,0
-3.3,13.3,0,61,31,30,89,62,1018.3,1013.7,6.7,11.3,0,0
2,14.1,0,26,6,6,87,45,1031.7,1028.7,7,13,0,0
11.7,21.5,0,41,15,24,66,51,1021.1,1019.6,15.7,19.4,0,0
0.7,24.1,0,43,6,24,57,27,1018.4,1014.8,12.6,21.9,0,0
18,35.1,0,65,17,24,52,32,1013.4,1012.2,27.1,31.5,0,0
7.7,14.8,17.6,24,6,13,88,65,1016.9,1012.1,9.3,14.4,1,0
7.6,14.3,7.2,52,28,26,76,67,1011.6,1011.9,10.5,12.1,1,0
9.2,25.1,0,40,10,19,74,39,1018,1016,16.3,22.7,0,0
1.5,20.4,0,40,10,19,69,15,1018,1016,11.4,19.5,0,1
13.1,36.1,0,72,9,37,50,15,1012.6,1008.1,24.3,35.1,0,0
4.6,12,0,50,20,22,74,61,1015.5,1010.9,7.4,10.4,0,0
14,27.8,11.2,33,6,9,91,37,1005,1002,16.5,26.2,1,0
1.6,24.8,0,50,4,33,74,34,1019.2,1014.9,10.6,23.1,0,0
4.3,8.8,8.6,63,44,30,90,79,1003.8,1005.3,5,7.8,1,0
11.2,24.4,0,43,17,9,62,32,1018.3,1014.5,14.7,23.3,0,0
8.8,23.4,0,24,6,13,65,28,1025.5,1020.7,15.1,22.6,0,0
5.6,28.7,0,33,6,13,65,22,1018.2,1013.9,14.1,25.7,0,0
6.9,20,0,48,2,22,85,61,1029.1,1024.1,12.4,17.3,0,0
2.6,16.3,0.2,28,6,9,99,75,1026.8,1022.4,9.5,15.4,0,0
15,21.9,0,26,9,7,76,62,1017.5,1014.4,16.8,21.4,0,0
12.8,30.9,0,43,4,13,69,33,1018.6,1015.1,19.1,28.7,0,0
7.2,26.3,0,31,6,13,61,25,1025.2,1022,17.7,25.6,0,0
0.8,15,0,33,9,13,80,41,1029.6,1028.3,7.3,14.7,0,0
2.3,12.2,0,44,20,30,58,41,1024.2,1022.4,6.5,10.4,0,0
6.6,22.5,0.6,57,4,28,83,44,1021.9,1015.7,14.2,21.6,0,1
-2,14.2,0,39,4,22,98,51,1023.3,1018.1,2.7,12.8,0,0
11.3,26.3,1.4,41,2,28,91,50,1018,1015,15.8,25.5,1,0
5.5,15.2,0,20,4,13,82,49,1009.4,1005.9,7.8,13.6,0,1
14.7,30.4,0,52,28,15,25,9,1010.1,1008.9,19.1,28.9,0,0
2.5,21.2,0,28,7,9,82,55,1023.7,1019.8,9.2,17.6,0,0
14.6,29.5,0.4,39,2,22,82,35,1012.2,1007.8,17.4,28.3,0,0
-2.8,13.4,0,26,7,13,84,49,1024.4,1020.5,4.4,12.4,0,0
15.2,40.1,0,48,9,20,35,8,1018.7,1014.4,26.9,38.7,0,0
17,38,0.2,83,31,44,25,13,1006.4,997.7,29.2,34.9,0,0
5.8,15.2,0,40,10,19,55,53,1018,1016,9.9,10.1,0,0
16.1,26,4.2,48,6,15,84,56,1011,1008.4,18.3,23.3,1,1
1,21,0,41,13,7,53,15,1031.5,1029.5,10.1,19.4,0,0
5.8,15,13,43,19,7,77,57,1006.9,1009.2,9.1,13.8,1,1
2.7,10.7,0.2,69,26,41,86,38,1009,1006.9,4.5,8.8,0,0
2.5,13.1,0,20,7,6,81,56,1035,1032.3,4.9,12.6,0,0
-4.7,14.1,0,28,2,19,81,54,1026.3,1025.7,4,12.8,0,0
15.5,23.4,0,48,7,30,67,89,1001.4,1002.4,22.9,17.2,0,1
4.7,20.9,0,50,17,37,56,34,1013.6,1012.5,13.4,19.6,0,0
0.1,18.1,0,20,6,9,78,49,1016.2,1012.9,9,17.3,0,0
-1.3,11.6,0,30,9,17,59,35,1023.3,1022,4.5,10.8,0,0
8.3,26.4,0,33,11,9,78,32,1022,1019.8,14.5,24.6,0,0
5.1,25.7,0,39,6,17,59,33,1017.9,1015.5,15.5,24.3,0,0
8.4,16.1,0,35,13,22,69,51,1029.5,1027.4,13.6,15.2,0,0
3.2,16.6,1.2,48,9,33,49,40,1018.1,1016.6,10.6,15.1,1,0
20.1,25.9,3.4,40,10,19,87,93,1018,1016,21.5,20.3,1,1
