MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
17.1,23.3,1.2,26,11,17,67,48,1020.3,1017.7,19.2,23.2,1,0
16.4,25,4.4,41,15,20,68,55,1014.8,1011.1,20.8,22.4,1,0
8.7,16.6,1.4,39,26,20,71,57,1024.2,1021,9.9,15.6,1,0
10,16.4,0,69,28,28,45,37,1004.5,1004.8,12.1,15.5,0,0
20.2,25.3,0,41,11,19,80,77,1017.8,1018.7,22.2,22,0,1
14.7,17.4,12.4,41,15,24,81,70,1021.2,1020.3,15.1,16.6,1,0
8.1,16,0,41,13,17,82,65,1023.4,1019.1,12.1,15.7,0,1
14.9,19.7,4.6,41,17,13,91,72,1025.1,1023.4,16.4,19.4,1,1
16.4,21.8,1,50,13,28,82,58,1018,1016,18.3,21.5,0,0
19.9,23.3,27.6,54,19,20,87,86,1015.2,1013.1,21.5,20.9,1,1
10.5,19.9,0,41,17,22,56,58,1026.2,1025.7,15.8,19.2,0,0
14.5,15.5,13.2,48,22,17,86,85,1026.3,1024.8,15.3,14.9,1,1
17.1,22.3,0.4,28,17,15,80,61,1017.1,1015.7,17.5,21,0,0
8.9,18.9,0,22,17,13,87,57,1025.5,1021.6,10.7,17.1,0,0
12.9,28.3,0,33,19,11,45,32,1021,1016.2,19.8,26.9,0,1
11.4,23.3,0,37,13,22,56,46,1018.9,1014.4,17.6,22.8,0,0
21.5,26.6,0,41,19,24,75,70,1016.7,1014.6,25.6,26,0,0
11.8,17.9,32.6,54,31,24,77,59,1011.8,1012.8,13.3,17.8,1,0
20.9,28.3,0,52,9,17,56,56,1016.1,1014.3,25.2,27.2,0,0
13.5,21,2.8,41,20,15,64,69,1020.4,1018.8,17.2,19.4,1,1
14.6,17.7,1.2,80,6,35,75,91,1016,1010,16.5,16.5,1,1
8.8,16.7,0,41,20,30,44,33,1017,1015.2,12.8,16.7,0,0
6.7,20.4,0,30,9,7,71,33,1021.3,1016.6,9.3,19.6,0,0
9.8,20.8,0,35,22,9,75,52,1019.5,1015.2,12,19.6,0,0
19.1,23.2,0,43,15,17,73,77,1022.1,1020.4,20.1,20.5,0,1
19.5,26,0,39,22,22,57,34,1011.4,1008.4,20.5,25.5,0,0
11.8,19,4.8,41,24,17,61,69,1021.1,1019.9,15.9,16.4,1,1
13.9,25.2,0,44,22,15,47,26,1012.6,1011.8,16.1,24.2,0,0
13.2,29.8,0,41,6,37,64,33,1011.6,1007,19.1,27.6,0,1
22.2,27.4,0,56,7,19,68,63,1011.1,1012.4,23.7,27,0,0
13.5,25.6,0,41,9,17,57,31,1015,1012.5,16.3,24.9,0,0
18.5,22.4,0.8,56,24,28,75,57,1015.1,1016.4,19.3,21.5,0,0
8.7,15.4,0,50,26,31,63,50,1020.2,1020.3,10.8,14.6,0,0
22.8,27.8,0,37,6,19,79,66,1020.1,1017.9,23.8,26.8,0,0
16.4,31.4,0,37,13,11,52,36,1017.4,1013.5,23,30,0,0
12.9,17.1,3,41,11,4,88,87,1009.5,1004.7,15.8,16.2,1,1
18.9,24.2,0,30,2,13,75,61,1019.2,1015.9,20.2,23.5,0,0
10.5,21,0,41,19,24,57,54,1021.9,1016.3,17.5,18.5,0,0
20.3,32.3,0,43,15,17,37,26,1023.2,1019.7,23.8,30.6,0,0
16.6,25.8,3.2,31,15,19,80,60,1015.3,1013.4,19.7,25,1,1
21.6,24,0,44,17,24,68,73,1015,1015.9,22.3,21.2,0,1
9,18.5,0,35,17,19,58,32,1017.4,1016,11.8,18.2,0,0
11.6,18.2,0,41,11,7,74,56,1019.7,1016.7,13.4,18.1,0,0
18.7,25.7,0.8,41,15,24,80,59,1015.3,1015,20.6,24.4,0,0
9,21.9,0,41,24,17,53,36,1018.8,1015.8,12,20.7,0,0
6.8,16.3,0,41,19,30,50,28,1021.7,1018.8,10.7,15.8,0,0
19.8,26.2,0,44,7,24,69,72,1010.2,1016,22.6,22.5,0,1
18.6,23.6,15,46,6,7,86,89,1016.8,1016.3,18.8,19.1,1,1
22.9,31.4,0,46,11,15,85,73,1011.5,1010.2,25.8,27.7,0,0
10.2,20.1,0,33,22,20,49,41,1027.9,1025.1,12.2,18.9,0,0
12.5,24.7,0,41,7,20,44,45,1012.9,1008.3,18.4,22.7,0,0
11.7,22.9,0,24,15,13,82,51,1028.7,1025.3,13.7,21.5,0,0
22.3,29.3,0,31,15,20,75,62,1011.8,1007.7,24.1,27.4,0,0
14,22.1,0,28,13,13,93,59,1027.2,1022.7,14.3,21.4,0,0
13.1,20.2,3.4,41,13,11,91,65,1020.3,1017.1,14.2,18.4,1,1
12.8,20.6,11.2,35,13,9,91,57,1004.2,1000.4,14.3,18.7,1,0
12.6,21.3,0,41,11,11,86,67,1022.2,1019.6,15.2,19.3,0,0
9.5,20.2,0,41,19,7,71,40,1025,1023.8,11.3,20,0,1
14.8,20.5,0,41,0,0,34,38,1022.5,1024,17,19,0,0
18.4,26.4,21.8,31,13,20,90,56,1013.5,1013.3,19,23.7,1,0
17.5,26.5,6.2,26,15,22,75,60,1019.4,1016.6,20.1,23.9,1,0
11,15.7,21.8,63,31,28,94,90,1001.8,1005,13.8,13.3,1,1
16.2,30.9,0,44,15,24,44,22,1007.6,1003.7,21.1,29.6,0,0
8.9,15.9,8,24,17,13,84,71,1033.5,1031.6,10.3,14.8,1,0
15,21.4,0,33,0,20,58,47,1028,1026.5,16.6,19.1,0,0
15.1,18.9,9,41,20,17,63,55,1022.4,1021.2,15.9,18.1,1,0
16.3,21.3,0.2,41,11,24,67,55,1025.6,1024.4,18.8,20.1,0,0
8.1,16.9,4.8,76,15,39,96,41,1000.9,1002.9,8.6,16.5,1,0
21.1,29.3,0,41,7,22,63,51,1006.4,1000.2,26,28.2,0,0
18.3,25,0.2,41,4,30,82,74,1022.3,1018.4,21.3,24,0,0
10.9,18.4,0,22,6,6,66,54,1017.2,1013,13.3,17,0,0
10.2,17.2,0,41,15,28,68,34,1007.4,1004.4,12.1,16.8,0,0
14.8,18,40.8,50,22,17,83,83,1015.5,1014.5,16.4,16.8,1,1
12.2,28.8,0,28,13,11,62,29,1027.3,1023,17.7,28.5,0,0
19.4,22.9,3.8,41,9,17,70,71,1017,1015.4,20.8,22,1,1
14.8,19.7,27.2,41,15,19,53,62,1023.9,1022,19.2,18.7,1,1
21.7,27.9,0,52,13,30,56,44,1019.9,1016.8,25.2,27.6,0,0
11.6,20.5,0,52,9,17,87,44,1019.7,1015.1,15.1,20.1,0,0
14.8,20.4,0,43,11,17,78,72,1025.3,1020.9,19.5,20.2,0,1
19.1,25.4,0.4,41,11,28,77,66,1009.2,1003.1,22.3,24.9,0,0
20.1,24.8,0,41,2,11,92,83,1020.9,1017.2,20.9,23.3,0,0
11.2,22.3,0,33,24,13,69,53,1024.1,1022.9,13.6,22,0,1
18.7,26,0.2,44,9,30,60,52,1021.8,1019.5,22.5,24.7,0,0
20.9,22.7,0,44,28,24,66,61,1014.9,1015.2,21.7,21.7,0,1
21.3,27.1,0,56,26,33,55,51,1015.7,1012,24.9,25.9,0,0
10.6,20.2,3.4,41,22,24,84,58,1029.4,1028.2,11.6,19.4,1,1
19.7,28.1,0,41,6,17,70,58,1014.3,1009.6,23.5,27.6,0,0
17.3,23,34,31,13,22,65,59,1019.4,1017.7,21.8,22,1,0
11.4,18.5,1.8,41,4,20,86,52,1013.7,1010.7,13.2,17.9,1,0
22.1,33.9,0,63,7,22,36,46,1007.4,1004.6,31,30.3,0,0
6.9,15.9,7,41,19,22,95,70,1029.3,1025.4,10.9,14.7,1,1
12.8,20.7,6.6,41,7,28,96,37,1012.1,1012,14.5,20.5,1,0
10.8,20.8,0,31,11,15,50,29,1017.5,1015.8,14.3,20.5,0,0
19.3,28.3,0,33,11,20,77,65,1017.2,1016.8,22.3,25.3,0,1
12.7,20.6,3,57,17,28,39,32,1013.8,1013.7,16.1,19.3,1,0
16.2,20.2,6.6,52,22,17,83,85,1024.2,1024.5,16.8,16.5,1,1
17.6,26.7,0.6,20,9,15,75,64,1017.8,1014.7,21.7,24,0,0
11.6,20.5,0.2,41,19,17,91,74,1029.3,1027,14.3,18.7,0,1
17.9,21.3,0,41,9,17,67,63,1024.9,1022.6,18.5,20,0,0
14,22.7,0,35,6,17,64,49,1025.1,1024.3,19,21.8,0,0
18.3,24.4,0,41,19,22,80,56,1020.2,1018.9,19.5,23.8,0,0
10.4,18.2,0,41,24,17,50,34,1015.4,1017.1,11.9,17.4,0,0
9.2,22.2,0,31,19,26,50,33,1022.3,1018.5,14.7,18.2,0,0
13.7,17.8,10.4,67,22,35,81,78,1021.2,1019.9,15.7,15.4,1,1
15.5,22,7.8,72,19,31,74,38,997.8,996.3,17.5,16.9,1,0
8.4,20.5,0,33,22,17,50,36,1022.9,1020.9,12.2,18,0,0
17.7,26.3,0,41,11,19,77,58,1014.2,1011.8,20.5,25.8,0,0
19.8,33.6,0,41,6,20,55,38,1015.2,1010.8,23.7,29.8,0,0
17.1,22.2,0,41,20,20,76,55,1022.3,1019.3,18.1,21.8,0,1
16.9,35,0.2,41,17,26,53,24,1010,1005.3,25.6,34.6,0,0
20.8,24.4,0,48,20,28,56,56,1019.3,1016.6,23,23.8,0,0
17.3,27.5,0,43,6,20,60,52,1021.7,1018.7,23.3,27.3,0,0
9.5,18.6,8.8,41,13,20,97,65,1028.1,1024.7,10.8,16.8,1,0
19.5,24.7,0,33,9,24,63,56,1020.3,1019.2,22,23.1,0,0
18.1,25.1,0,41,7,7,73,58,1027,1024.4,20.2,24.6,0,0
15,24.3,0.2,41,6,26,66,56,1016.4,1011.4,20.1,23.4,0,0
10.7,21,0,31,19,13,67,45,1026.9,1024,13.3,19.8,0,0
15.5,25.4,0.4,41,4,19,58,53,1020.1,1019,20.6,24.1,0,0
17.7,20.6,0,31,13,2,71,70,1023.5,1021.2,18.8,20.5,0,0
12,21.3,0,28,6,6,66,54,1019.9,1015.9,15.5,19.6,0,0
18.1,26.5,0,43,15,24,54,52,1018.4,1016.5,24.1,25.4,0,0
15.7,27.8,0,33,11,20,64,52,1016.1,1013,21.6,24.4,0,0
11.5,15,0,30,11,13,78,59,1016.5,1012.3,12.1,14.5,0,0
17.4,24.4,0,56,33,28,40,52,1002,1004.5,20.5,20.3,0,0
11,17.9,0.4,59,19,22,51,35,1015.3,1013.8,13.2,15.7,0,0
8,19.5,0,41,13,15,73,55,1023.6,1019.2,11.2,17.6,0,0
8.7,15.1,1.2,31,24,11,86,71,1032.5,1030.5,9.9,13.9,1,0
19.1,26,0,31,17,15,66,64,1023.1,1021.4,21.5,23,0,1
17.4,21.3,1.6,41,15,19,52,48,1026.8,1025.4,19.7,20.7,1,0
8.3,18.8,0,26,7,17,84,64,1029.8,1025.8,9.7,18.1,0,0
7.9,18.7,0,41,20,9,68,43,1027.6,1024.7,10.1,18.1,0,0
18.6,20,1.4,35,19,17,91,89,1017,1016.5,19,19.2,1,1
20.8,28.8,1.2,39,11,24,71,59,1025.4,1022,24.3,28,1,0
7.6,13.9,56.2,41,7,19,93,90,1028.5,1026.7,11,11.9,1,1
19.9,25.7,3.8,46,17,24,74,63,1012.3,1009.9,22.3,24.3,1,1
14.7,20.6,33,41,24,28,65,51,1015.3,1015.6,17.1,19.9,1,0
7.1,17.7,0,41,15,20,72,60,1019.2,1014.2,12.3,16.8,0,0
15.4,20.4,0,41,9,17,77,66,1021.4,1016.4,16.9,19.7,0,0
11.7,22.2,0,37,6,17,66,66,1022.7,1016.6,18.5,20.8,0,0
13.7,22.1,5.4,41,11,7,97,64,1022.4,1018.1,14.1,20.1,1,0
19.3,26.9,0.2,31,13,20,69,64,1020.3,1018.7,23,25.7,0,0
10.1,22.5,0,54,22,20,55,32,1015.3,1012.3,15.4,21.8,0,0
14,21.3,3.2,28,11,17,86,67,1024.9,1021.7,15.8,20.1,1,0
18.6,22.8,0,46,9,24,77,75,1011.2,1008,20.2,21.7,0,1
14.8,22.2,0,35,13,19,65,50,1023.7,1021.3,19.1,22.2,0,0
15.8,21.9,1.4,57,22,22,51,41,1020.7,1020.6,17.5,20.9,1,1
13.4,19.2,8.4,46,17,30,67,53,1023.9,1022.1,15.2,17.8,1,1
20.3,31.2,0,31,11,24,75,57,1011.9,1009.9,23.7,27.7,0,0
15.7,23,0,31,7,22,55,40,1023.6,1022.1,18.2,21.9,0,0
18.9,25.1,0,37,13,20,83,72,1010.8,1005.1,20.5,23.8,0,0
13.8,24.2,0,24,15,11,80,51,1022,1017.4,16,23,0,0
18,25,3.4,61,19,35,81,59,1015.5,1015.9,19.6,23.4,1,0
15.5,18.3,9.2,41,19,26,87,88,1023.1,1020.5,17.5,17.2,1,1
10.6,20,0,39,13,20,56,57,1027.9,1024,17.2,19.4,0,0
14.7,21.6,2,41,15,7,87,60,1021.8,1018.2,16.9,20,1,0
8.8,18.3,0,31,22,13,69,62,1019.1,1017.8,10.5,16.2,0,0
19.2,27,0,41,11,22,76,62,1017.1,1012.3,21.8,26,0,0
10.3,23,0,24,11,17,69,88,1024.4,1020.2,13.2,21.7,0,0
9.6,17.1,0,41,15,17,65,76,1025.4,1026,13.5,13.9,0,1
11.6,21.1,5.4,41,7,11,56,56,1008.2,1007.6,16.2,17,1,0
19.6,25.3,0,41,6,17,83,58,1018.9,1017.2,22.1,24.9,0,0
7.8,19.4,0,44,22,11,68,45,1016.2,1015.7,9.8,16.7,0,0
18.8,31.1,0,41,6,24,56,57,1014.3,1008.7,24.8,26,0,0
9.4,21,0,31,13,15,73,63,1025.8,1021.2,13,19.8,0,0
14.9,20.9,29.6,46,24,19,64,70,1017.7,1017.4,18.2,18.5,1,1
17.7,23.5,0,67,15,30,67,75,1017.1,1012.6,20.7,21,0,1
19.1,27.4,1.6,48,4,26,64,55,1017.1,1015.5,23.9,26.8,1,0
13.5,25.4,0,41,17,24,36,33,1013.5,1007,21,22.4,0,0
21.7,26.4,0,52,4,6,72,91,1003.8,1006,24.7,20.6,0,1
20.1,27.6,0,41,9,26,68,70,1009.1,1000.8,22.6,24.1,0,0
14.9,20.1,0.2,33,2,24,70,51,1023.2,1021.3,16.8,19.7,0,0
18.7,26.6,21,43,13,24,82,51,1012.3,1010.5,21.5,25.2,1,1
9.4,19.6,0,28,20,7,78,41,1025,1021.5,11.5,19.2,0,0
17.2,25.2,0,41,0,26,73,67,1016.2,1013.7,20.9,24.7,0,0
12.1,22,2.2,35,11,24,64,71,1016.3,1014,17.7,19.1,1,1
19.8,26.8,0,59,9,22,77,71,1011.5,1005.7,23.2,25.6,0,1
7.4,19.9,1.4,33,24,15,57,45,1023.6,1020.3,11.3,17.7,1,0
18.3,25.5,28.6,48,15,24,67,54,1021.8,1021.8,20.7,24.3,1,1
16.8,17.3,6.2,41,11,13,93,91,1024.3,1023.8,17.2,16.7,1,1
9.3,19.5,0,22,19,9,84,54,1033.4,1030,11,17.8,0,0
22.4,26.9,0,41,17,19,80,66,1019.6,1018.4,23,25.5,0,0
20,28.7,0.2,41,22,22,76,52,1014.9,1013.3,25,27.3,0,0
9.6,22,0,31,20,11,76,34,1014,1010.4,12.2,21.6,0,0
10.6,20.4,0,28,20,6,85,58,1019.7,1014.7,12.2,18.5,0,0
22.7,29.1,0,43,15,24,69,54,1008.1,1004.9,26.7,28.3,0,0
18.4,27.9,0,54,28,22,28,10,1007.7,1005.3,21.5,27.6,0,0
14.3,23,0,41,9,22,71,62,1023.5,1018.7,19,22,0,0
12,24.4,0.2,94,9,48,40,40,1005.8,1004.2,19.6,18.9,0,0
7.8,14.3,0,46,22,15,50,39,1015.8,1012.1,8.7,13.6,0,0
16,24.2,0,26,13,11,75,65,1022.8,1018.5,18.8,23.3,0,0
15.8,23.2,0,44,11,24,67,51,1020,1016.2,18.7,22.2,0,0
20.8,26.3,0,63,15,28,67,68,1016.7,1012.5,24.8,25.7,0,0
11.1,24.9,0.2,54,9,15,62,32,1018.3,1013.3,17.4,22.7,0,0
8.7,18,2.2,30,20,13,88,64,1023.5,1022.4,10.5,16.4,1,0
5.6,22.5,0,30,17,9,55,26,1022,1015.2,9.5,21.4,0,0
7.2,15.1,0,41,19,22,52,31,1024.8,1025.2,8.8,13.9,0,0
10.5,21.7,0,37,20,13,70,52,1025.1,1021.9,13.3,20.3,0,0
16.4,23.4,4.2,48,19,31,62,49,1007.9,1007.9,19.2,23.2,1,0
19.8,37.2,0,67,13,9,68,23,1009.5,1004.9,26.2,34.9,0,0
20.7,28,0,52,9,26,72,62,1011.9,1010.8,24.7,26.6,0,1
19.4,24.6,0.2,39,11,24,81,54,1026.6,1022.4,21.8,24.4,0,0
16.9,23.9,15,24,13,17,83,68,1021.7,1020.1,19.5,22.2,1,1
15.2,24.9,0,43,7,19,62,59,1022.1,1017.8,21.1,22.3,0,0
22.7,33.6,0.6,54,9,17,53,39,1002.4,1003.1,28.8,32.5,0,0
18.7,25.3,0.2,30,11,17,67,52,1019.5,1018.6,21.2,24.2,0,0
16.5,23.8,0,20,13,7,95,81,1014.3,1010.9,17.7,22.2,0,0
10.4,19.6,5.6,24,19,9,86,62,1026.6,1022.8,11.9,17.7,1,0
10.7,23.6,0,31,13,13,77,51,1016.9,1010.9,14.6,20.7,0,0
8.6,17.6,4.6,41,17,11,95,65,1028.9,1025,9.9,16.6,1,0
25,33.2,0,28,6,13,61,49,1006.4,1005.7,30.1,32,0,0
19.8,24.2,0,35,2,19,78,68,1013.8,1010.3,21.7,22.4,0,0
8.2,20.4,0,39,24,9,48,32,1019.8,1016.4,12.5,19.9,0,0
18.6,24.3,7.4,46,20,13,59,54,1023.2,1024.1,21.9,22.5,1,0
19.1,23.7,0.4,50,24,24,69,64,1010,1010.7,20.1,21.3,0,0
15.5,28.7,0,67,7,20,62,35,1015.3,1007.1,20.1,27.9,0,1
20,26,0,35,17,19,69,54,1016.1,1016,23.4,21,0,0
15.4,21.6,2,31,9,20,93,74,1011.3,1009.4,16.1,19,1,0
7.9,16.5,5.6,31,22,17,86,64,1028.7,1027.6,8.4,13.7,1,0
18.5,33.7,10.4,70,2,19,67,27,1007.4,1005.2,25.4,32.4,1,0
22.7,30.4,0,35,4,17,78,65,1013.9,1010.4,26,28.1,0,0
10.5,17.6,0,41,4,15,70,56,1027.1,1024.3,14.9,16.8,0,0
15.2,25.5,0.4,35,15,24,38,48,1013.8,1011.8,21.3,22.9,0,0
15.3,22.6,2.6,44,20,24,78,50,1023.7,1023,16.7,21.6,1,0
6.8,16.3,0,41,11,15,77,59,1019.8,1017,9.1,15.7,0,0
16,25.5,0.2,44,13,26,56,52,1024.4,1022.3,20.6,24.7,0,0
19.5,22.4,15.6,41,17,20,92,84,1017.6,1017.4,20.7,20.9,1,1
18.8,26.5,0,35,9,22,77,50,1025.2,1021.8,20.3,26,0,0
9.7,20.6,0.4,41,22,24,51,42,1017.7,1014.4,12.8,17.2,0,0
14.3,24.7,0,43,9,20,51,30,1015.1,1010.4,16.9,23.8,0,0
18.4,24.8,0,30,7,19,54,54,1018.8,1016.6,21.8,23.5,0,0
20.3,29.4,0.6,37,4,20,85,59,1017,1014.8,22.4,26.4,0,0
16.2,24.5,0.2,50,24,6,30,20,1017.9,1017,19.1,22.9,0,0
16.5,20.1,31.8,63,26,26,86,85,1014.4,1016.2,19.5,18.7,1,1
12.2,22.7,0,35,26,19,52,42,1020.1,1020,15.9,21.8,0,0
12.3,21.3,3.8,61,35,9,33,26,1013.2,1012.9,14.9,20.1,1,0
13.4,21.9,4.2,50,22,28,58,64,1020.7,1018.4,17.3,20.8,1,1
18.4,24.5,10.2,26,9,13,84,74,1018.4,1016.5,20.5,21.9,1,1
11.4,22.2,0,26,17,20,57,62,1028.5,1026.6,15.8,20.6,0,0
21.2,28.3,0,41,4,26,73,67,1018.6,1016.5,25.2,27.5,0,0
20.7,29.1,0,39,13,20,73,43,1011.7,1010,24.5,28.6,0,0
17,26.9,0,46,13,24,55,63,1017.4,1015.6,23.6,24.4,0,0
9.7,17.6,9.4,28,7,15,84,58,1031.7,1028.6,12.4,15.8,1,0
13.1,22,0,41,6,24,57,74,1020.1,1017.3,19.5,19.7,0,0
20.2,22.8,18.8,41,22,20,83,90,1014.2,1011.8,21.4,20.9,1,1
12.8,19.7,0,50,17,28,60,34,1004.8,1005,15,19.3,0,0
19.7,32.4,0,43,7,17,59,44,1011.8,1010.1,25.1,30.3,0,1
18.9,23.9,0,31,13,11,82,66,1020.3,1020.3,20,22.1,0,1
11.2,19.7,1,41,19,11,82,55,1023.1,1019.9,12.7,19.3,0,0
20.5,21.3,4,41,4,9,92,88,1019.8,1018.4,20.6,21.2,1,1
14.1,17.9,105.8,72,20,22,98,94,1013.4,1010.5,16.1,17.2,1,1
17.8,22.7,2,37,13,19,72,67,1013.3,1009.8,20.1,21.3,1,1
20.1,31.6,0,74,33,31,24,14,1005.5,1000.4,25.9,30.6,0,0
17.1,24.8,10.8,43,4,24,94,59,1025.8,1022.3,19.4,24.3,1,0
14.4,20.3,10.2,41,9,20,90,55,1023.6,1022.3,16.1,20.1,1,1
17.6,21.9,0,41,11,22,67,70,1020.8,1019.9,20.8,20.5,0,1
11.8,18.6,0,69,20,39,63,54,1015.2,1009.7,15.5,18.3,0,0
15.6,25.3,1.6,74,13,41,79,47,1011.7,1009.2,18.4,19.8,1,1
14.6,22.2,0.2,50,22,13,47,25,1023.6,1023.2,17.2,21.1,0,0
7.3,16.9,0,43,13,13,92,61,1022.6,1019,9.4,16,0,0
12.1,23.3,0,41,19,15,84,53,1028.5,1025.5,14.5,21.6,0,1
20.9,24.9,1,26,2,17,88,82,1003.7,999.5,21.5,23.1,0,1
11.7,20.4,0,41,19,11,65,41,1020.4,1017.8,14.2,20.1,0,0
11.5,20,0,41,9,22,71,60,1025.3,1019.8,15.8,18.4,0,0
12.3,19.8,0,41,39,19,30,25,1015.8,1016.5,14.3,19.5,0,0
12.5,19.6,0.4,26,19,17,78,71,1027,1024.5,14.1,18.5,0,1
18.6,25,16.4,41,19,24,82,62,1017.6,1017.8,20.3,22.6,1,1
20.5,24.2,0,41,15,20,58,54,1017.5,1016.9,21.6,23.5,0,0
19.2,26.1,0,41,6,20,84,69,1019.7,1019,22.4,25.3,0,0
18.3,29.6,0,28,9,19,63,59,1015.4,1013.4,23.4,25.5,0,0
15.6,34.6,0,41,15,19,44,28,1019.8,1016.8,21.1,29.7,0,0
15.7,20.9,61.4,31,17,9,93,89,1028.2,1027.8,16.6,17.7,1,1
14,26.4,0,56,19,37,50,56,1017.9,1018.5,17.4,20.2,0,0
11.5,22.4,0,41,15,13,82,71,1024.6,1021.8,13.6,19.1,0,0
16.6,24.6,0,37,7,26,35,63,1017.2,1015.8,22.6,21.8,0,0
17.3,22.9,29,56,28,24,95,67,1019.4,1019.2,17.8,21.9,1,1
22.6,29.9,0,70,9,9,66,59,1009.8,1005.7,26.6,26.8,0,1
20.6,27.2,0,59,20,17,83,54,1019.5,1017.5,20.8,25.5,0,0
19.1,29.1,0,35,6,17,65,49,1018.9,1014.6,23.5,27.4,0,0
11.4,24.9,0.2,20,0,6,71,58,1021.7,1019.1,18,23,0,1
20.9,29.3,0.4,41,2,19,84,56,1013.9,1010.4,24.3,29,0,0
16,20.6,3.8,52,20,15,86,88,1016.8,1016.1,17.8,18.5,1,1
16.5,29.5,3.6,43,11,19,50,55,1016.7,1012.4,22.7,23.4,1,1
20.9,25,0,43,11,17,68,64,1018.6,1015.8,22.7,24.4,0,0
19.8,24.1,3.6,44,6,13,80,74,1014.1,1014.7,22.4,22.4,1,1
9.4,20.3,0,43,24,11,62,36,1027.5,1025.4,11.3,18.3,0,0
20,24.9,0,65,17,20,82,62,1012.7,1012.4,20.9,24.4,0,0
15.8,27.2,0,52,7,4,59,82,1016.6,1015.1,21.4,19.3,0,1
13.3,19,0,22,7,15,67,62,1016.5,1013.5,15.4,17.9,0,1
14.7,19.3,21.8,41,9,19,91,70,1023.2,1021.4,16.6,19,1,1
16.4,22.2,0,33,6,20,66,51,1019.7,1016,18.8,21.6,0,0
18.2,25.8,0,63,6,28,77,56,1015.6,1012,22.3,25.5,0,0
20.5,26.4,0,57,15,33,63,69,1016.9,1014.8,24.8,25.1,0,0
13.7,21.9,0,30,2,19,58,54,1027.2,1016,20,21,0,0
21.5,27.9,0,48,17,31,36,51,1009.1,1008.8,25.3,25.6,0,0
18.2,26.9,0,31,11,22,77,59,1019.8,1018.3,21.5,25.6,0,0
21.4,27,6,37,9,13,89,67,1025.4,1024.6,21.9,26.6,1,1
14.2,17.8,0,30,17,6,66,79,1012.6,1005.7,14.9,15.1,0,1
9.2,17.6,0,41,19,26,59,54,1025.1,1025.3,13.1,15.3,0,1
9.1,18.9,0,41,20,26,66,52,1026.5,1025.3,12.1,17.7,0,1
17.4,25.5,0,41,15,19,82,54,1023.5,1022.7,20,25.1,0,0
13.1,22.7,0,41,13,20,71,55,1027.2,1024.6,17.7,22.1,0,1
11.1,18.7,0,26,13,6,73,62,1015.4,1013.7,13.3,18.3,0,1
17,21.2,19.6,41,30,19,66,67,1022.9,1019.2,19.1,20.4,1,1
13.1,17.5,3.4,41,11,13,88,73,1026.7,1024.8,14.2,17.3,1,0
9.7,20.1,0,37,20,17,54,43,1020.3,1019.1,13.4,16.9,0,0
20.6,22.9,21,33,19,13,96,92,1013.6,1012.6,21.1,21.1,1,1
19,29.2,0,65,22,28,62,68,1001.1,994.3,24.1,28.3,0,1
